(No ND)Time (s)	Raw Amp	Log Amp	Prog Amp (1024) 	High Voltage0.031	0.001	0.763	4.054	0.750
9.301	-0.000	0.004	1.154	0.750
9.332	0.000	-0.195	1.117	0.750
9.364	0.001	-0.187	1.167	0.750
9.396	-0.000	-0.180	1.179	0.751
9.428	0.002	-0.162	1.140	0.750
9.459	-0.000	0.123	1.191	0.750
9.490	0.001	-0.198	1.046	0.750
9.520	0.001	-0.157	1.132	0.750
9.549	0.011	-0.187	1.111	0.751
9.580	-0.000	-0.180	1.143	0.750
9.611	0.001	-0.141	1.139	0.751
9.644	0.000	-0.142	1.149	0.750
9.678	0.019	-0.169	1.128	0.750
9.709	0.002	-0.189	1.094	0.751
9.740	0.002	-0.179	1.114	0.750
9.770	-0.000	0.275	1.226	0.751
9.800	-0.000	-0.191	1.087	0.750
9.831	0.001	-0.151	1.159	0.751
9.862	0.000	-0.121	1.108	0.750
9.893	0.004	0.671	1.244	0.750
9.924	0.001	-0.162	1.153	0.751
9.954	0.002	-0.157	1.183	0.750
9.982	0.000	-0.190	1.208	0.750
10.012	-0.000	-0.175	1.146	0.751
10.044	0.000	-0.044	1.166	0.750
10.075	0.001	0.189	1.229	0.750
10.106	-0.000	-0.192	1.154	0.751
10.137	-0.000	0.245	1.151	0.750
10.167	0.000	-0.177	1.203	0.750
10.199	-0.001	-0.129	1.053	0.750
10.231	-0.000	-0.196	1.096	0.751
10.261	0.008	0.134	1.157	0.751
10.293	0.002	-0.156	1.120	0.751
10.324	0.001	-0.178	1.092	0.750
10.355	-0.001	-0.147	1.126	0.751
10.387	0.001	-0.139	1.162	0.750
10.418	0.014	0.226	1.239	0.750
10.448	-0.000	-0.171	1.177	0.750
10.480	-0.001	-0.169	1.131	0.750
10.511	-0.001	-0.140	1.080	0.751
10.542	0.001	-0.153	1.141	0.750
10.574	0.001	0.025	1.098	0.750
10.604	-0.000	-0.154	1.077	0.750
10.636	0.001	-0.056	1.056	0.750
10.667	-0.001	-0.201	1.026	0.750
10.700	-0.000	-0.156	1.140	0.750
10.732	0.000	-0.180	1.050	0.750
10.763	0.001	-0.161	1.044	0.751
10.796	-0.000	-0.136	1.030	0.751
10.829	0.001	-0.017	0.996	0.750
10.862	0.011	-0.126	1.013	0.750
10.895	-0.001	-0.159	1.061	0.751
10.927	0.001	-0.179	1.086	0.750
10.960	0.001	-0.134	1.168	0.750
10.993	-0.001	-0.186	1.173	0.750
11.024	0.002	-0.172	1.007	0.750
11.055	0.001	-0.166	0.955	0.750
11.087	0.001	-0.106	1.064	0.750
11.118	-0.000	-0.181	1.053	0.750
11.152	0.001	-0.014	1.059	0.750
11.185	0.002	-0.183	1.172	0.750
11.216	0.000	-0.172	0.978	0.751
11.247	0.001	-0.144	1.137	0.751
11.280	-0.000	-0.155	1.047	0.750
11.311	0.001	-0.143	1.044	0.750
11.341	-0.001	-0.185	1.024	0.750
11.371	0.001	-0.186	0.986	0.750
11.403	-0.000	-0.174	1.051	0.750
11.435	0.001	-0.076	1.087	0.750
11.467	-0.001	-0.117	1.055	0.751
11.498	0.001	-0.146	1.207	0.750
11.526	0.008	-0.140	0.982	0.751
11.555	0.001	-0.152	1.028	0.750
11.586	-0.000	-0.064	1.020	0.750
11.617	0.001	-0.172	1.014	0.750
11.646	0.007	0.127	1.070	0.750
11.676	0.001	-0.162	1.036	0.750
11.706	0.003	-0.149	1.015	0.750
11.737	-0.001	-0.107	0.987	0.750
11.769	0.001	-0.172	1.065	0.750
11.801	-0.000	-0.185	0.925	0.750
11.834	-0.000	-0.165	0.949	0.750
11.865	0.001	-0.175	1.027	0.750
11.897	0.012	-0.180	1.060	0.750
11.929	-0.000	-0.049	1.055	0.750
11.959	0.001	-0.149	1.065	0.750
11.992	-0.000	-0.062	1.037	0.750
12.023	0.001	-0.144	1.065	0.750
12.056	0.000	-0.044	1.298	0.750
12.088	0.001	-0.137	1.593	0.751
12.119	0.001	-0.074	1.847	0.750
12.153	0.001	0.102	1.948	0.750
12.185	0.002	0.404	2.744	0.751
12.221	0.004	0.292	3.187	0.750
12.252	0.001	0.942	3.865	0.750
12.282	0.002	0.349	4.201	0.750
12.313	0.002	0.276	4.518	0.750
12.344	0.006	0.465	4.826	0.750
12.375	0.003	0.526	5.432	0.750
12.408	0.007	1.049	5.448	0.750
12.441	0.003	1.058	5.448	0.750
12.473	0.002	0.565	5.304	0.750
12.505	0.002	0.793	5.068	0.751
12.536	0.001	0.541	5.087	0.750
12.569	0.003	0.628	4.986	0.750
12.599	0.001	0.740	4.772	0.750
12.631	0.024	0.863	5.102	0.750
12.662	0.007	1.407	5.040	0.750
12.697	0.011	0.597	4.828	0.750
12.746	0.013	0.462	4.835	0.750
12.777	0.006	0.231	4.276	0.751
12.810	-0.000	-0.119	4.139	0.750
12.842	0.023	0.626	4.434	0.750
12.873	-0.000	0.595	3.993	0.750
12.904	0.000	-0.112	3.900	0.751
12.935	0.001	0.100	3.703	0.750
12.968	-0.000	0.084	3.613	0.750
13.002	0.002	0.308	3.634	0.750
13.034	0.005	0.133	3.425	0.751
13.065	0.004	0.288	2.885	0.750
13.097	0.000	-0.157	3.159	0.750
13.127	0.000	0.410	3.078	0.751
13.160	0.009	0.450	2.926	0.750
13.189	0.000	0.381	2.595	0.750
13.219	0.002	0.134	2.594	0.750
13.252	0.001	-0.185	2.507	0.750
13.283	0.001	0.560	2.268	0.750
13.317	0.006	-0.135	2.384	0.751
13.347	-0.000	-0.153	2.116	0.750
13.378	0.001	-0.183	2.065	0.750
13.411	0.002	0.078	2.067	0.750
13.442	-0.000	-0.172	1.810	0.750
13.480	-0.000	-0.170	1.874	0.750
13.511	0.001	-0.191	1.717	0.751
13.540	-0.001	0.100	1.803	0.751
13.568	0.001	0.225	1.702	0.750
13.596	0.001	-0.100	1.588	0.751
13.624	-0.000	-0.162	1.525	0.750
13.651	0.003	-0.194	1.566	0.750
13.679	0.001	-0.179	1.535	0.750
13.708	0.002	0.121	1.436	0.750
13.739	-0.000	-0.191	1.457	0.750
13.771	0.001	-0.061	1.334	0.750
13.804	0.000	0.148	1.384	0.750
13.835	0.001	-0.073	1.313	0.750
13.867	-0.001	-0.097	1.265	0.750
13.898	0.001	-0.151	1.361	0.750
13.931	-0.000	0.175	1.232	0.750
13.962	0.001	-0.165	1.173	0.750
13.995	0.001	0.269	1.222	0.750
14.027	0.008	-0.033	1.315	0.750
14.059	0.013	-0.078	1.241	0.750
14.093	0.000	0.458	1.142	0.750
14.124	-0.000	-0.181	1.103	0.750
14.160	-0.000	-0.117	1.082	0.750
14.193	-0.000	0.071	1.182	0.750
14.226	0.002	-0.197	1.126	0.750
14.260	0.001	-0.085	1.067	0.750
14.292	0.001	-0.126	1.058	0.750
14.325	-0.001	-0.149	1.083	0.750
14.358	0.000	-0.178	1.035	0.750
14.391	0.001	-0.145	1.080	0.750
14.425	0.001	-0.072	1.120	0.751
14.457	0.001	0.004	1.012	0.751
14.490	-0.000	-0.182	1.110	0.750
14.523	0.001	-0.178	1.002	0.750
14.554	0.001	-0.155	1.063	0.750
14.586	0.020	-0.124	1.150	0.750
14.620	0.000	-0.163	1.037	0.750
14.653	-0.000	-0.196	0.982	0.751
14.687	0.001	-0.172	1.064	0.750
14.721	0.001	0.087	1.014	0.750
14.756	0.000	-0.163	0.994	0.750
14.787	0.002	-0.147	0.899	0.750
14.821	-0.000	-0.132	0.993	0.750
14.854	0.001	-0.186	1.037	0.750
14.886	0.001	-0.167	0.982	0.751
14.921	0.001	-0.175	0.864	0.750
14.954	0.004	-0.187	0.952	0.750
14.986	0.001	-0.187	1.017	0.750
15.018	0.002	-0.196	1.034	0.750
15.051	-0.000	-0.107	1.006	0.750
15.084	-0.000	-0.185	0.921	0.750
15.115	0.002	-0.185	0.930	0.750
15.147	0.001	-0.144	0.997	0.750
15.180	-0.000	-0.173	0.957	0.750
15.214	0.000	-0.109	0.985	0.750
15.249	0.001	-0.180	0.960	0.750
15.282	0.001	-0.154	1.031	0.750
15.316	0.002	-0.090	1.016	0.750
15.347	0.001	0.103	1.068	0.750
15.380	0.001	-0.144	0.991	0.750
15.424	0.001	-0.189	0.950	0.750
15.456	0.000	-0.159	0.969	0.751
15.491	-0.001	-0.191	0.963	0.750
15.539	0.000	-0.190	0.912	0.751
15.573	0.002	-0.191	0.922	0.751
15.604	-0.000	-0.186	0.978	0.750
15.637	-0.000	-0.177	1.028	0.750
15.670	-0.001	-0.117	0.963	0.750
15.703	0.002	-0.147	1.089	0.750
15.736	0.001	-0.101	1.012	0.751
15.774	0.000	-0.175	0.935	0.750
15.808	-0.000	-0.177	0.951	0.750
15.840	-0.000	-0.158	0.976	0.750
15.873	-0.001	0.126	0.939	0.751
15.909	0.001	-0.134	0.972	0.750
15.941	-0.000	-0.163	0.990	0.750
15.970	-0.001	-0.178	0.979	0.750
15.998	-0.000	-0.185	1.018	0.750
